year;month;day;lod(ms);sig(ms);
1992;10;28;2.2223;0.0084;
1992;10;29;2.1089;0.0084;
1992;10;30;2.0934;0.0085;
1992;10;31;2.1464;0.0085;
1992;11;1;2.2162;0.0084;
1992;11;2;2.2688;0.0084;
1992;11;3;2.3187;0.0084;
1992;11;4;2.3948;0.0083;
1992;11;5;2.4789;0.0083;
1992;11;6;2.5244;0.0081;
1992;11;7;2.5100;0.0080;
1992;11;8;2.4412;0.0079;
1992;11;9;2.3381;0.0078;
1992;11;10;2.2286;0.0077;
1992;11;11;2.1394;0.0077;
1992;11;12;2.0876;0.0077;
1992;11;13;2.0883;0.0076;
1992;11;14;2.1648;0.0076;
1992;11;15;2.3302;0.0076;
1992;11;16;2.5633;0.0076;
1992;11;17;2.8089;0.0076;
1992;11;18;2.9974;0.0075;
1992;11;19;3.0681;0.0075;
1992;11;20;3.0007;0.0074;
1992;11;21;2.8334;0.0073;
1992;11;22;2.6352;0.0073;
1992;11;23;2.4617;0.0073;
1992;11;24;2.3376;0.0074;
1992;11;25;2.2608;0.0075;
1992;11;26;2.2132;0.0076;
1992;11;27;2.1764;0.0078;
1992;11;28;2.1481;0.0080;
1992;11;29;2.1500;0.0081;
1992;11;30;2.2188;0.0083;
1992;12;1;2.3732;0.0085;
1992;12;2;2.5711;0.0086;
1992;12;3;2.7129;0.0087;
1992;12;4;2.7430;0.0088;
1992;12;5;2.6923;0.0088;
1992;12;6;2.6088;0.0088;
1992;12;7;2.5179;0.0089;
1992;12;8;2.4358;0.0090;
1992;12;9;2.3813;0.0090;
1992;12;10;2.3618;0.0092;
1992;12;11;2.3817;0.0092;
1992;12;12;2.4653;0.0092;
1992;12;13;2.6300;0.0092;
1992;12;14;2.8342;0.0092;
1992;12;15;2.9833;0.0092;
1992;12;16;3.0133;0.0091;
1992;12;17;2.9575;0.0090;
1992;12;18;2.8557;0.0089;
1992;12;19;2.6751;0.0087;
1992;12;20;2.4068;0.0085;
1992;12;21;2.1377;0.0083;
1992;12;22;1.9721;0.0081;
1992;12;23;1.9347;0.0079;
1992;12;24;1.9876;0.0078;
1992;12;25;2.0910;0.0076;
1992;12;26;2.2203;0.0074;
1992;12;27;2.3593;0.0072;
1992;12;28;2.4948;0.0071;
1992;12;29;2.6120;0.0070;
1992;12;30;2.6943;0.0070;
1992;12;31;2.7277;0.0070;
1993;1;1;2.7066;0.0070;
1993;1;2;2.6771;0.0092;
1993;1;3;2.5727;0.0092;
1993;1;4;2.4790;0.0093;
1993;1;5;2.4352;0.0093;
1993;1;6;2.4203;0.0093;
1993;1;7;2.4299;0.0093;
1993;1;8;2.4988;0.0093;
1993;1;9;2.6343;0.0092;
1993;1;10;2.7680;0.0092;
1993;1;11;2.8695;0.0091;
1993;1;12;2.9444;0.0089;
1993;1;13;2.9598;0.0088;
1993;1;14;2.8938;0.0087;
1993;1;15;2.7242;0.0085;
1993;1;16;2.4888;0.0083;
1993;1;17;2.2736;0.0081;
1993;1;18;2.1211;0.0079;
1993;1;19;2.0411;0.0077;
1993;1;20;2.0459;0.0076;
1993;1;21;2.1250;0.0076;
1993;1;22;2.2334;0.0078;
1993;1;23;2.3176;0.0080;
1993;1;24;2.4007;0.0082;
1993;1;25;2.5207;0.0084;
1993;1;26;2.6487;0.0086;
1993;1;27;2.7364;0.0088;
1993;1;28;2.7499;0.0090;
1993;1;29;2.7117;0.0091;
1993;1;30;2.6293;0.0093;
1993;1;31;2.5092;0.0094;
1993;2;1;2.3887;0.0095;
1993;2;2;2.3398;0.0096;
1993;2;3;2.3927;0.0096;
1993;2;4;2.4570;0.0096;
1993;2;5;2.6323;0.0095;
1993;2;6;2.9318;0.0094;
1993;2;7;3.1585;0.0093;
1993;2;8;3.3041;0.0092;
1993;2;9;3.3772;0.0090;
1993;2;10;3.2982;0.0088;
1993;2;11;3.0930;0.0087;
1993;2;12;2.8031;0.0084;
1993;2;13;2.5262;0.0083;
1993;2;14;2.3428;0.0083;
1993;2;15;2.2000;0.0083;
1993;2;16;2.1855;0.0084;
1993;2;17;2.2676;0.0086;
1993;2;18;2.3488;0.0087;
1993;2;19;2.4900;0.0089;
1993;2;20;2.6512;0.0090;
1993;2;21;2.7683;0.0092;
1993;2;22;2.8389;0.0093;
1993;2;23;2.8554;0.0094;
1993;2;24;2.8151;0.0096;
1993;2;25;2.7071;0.0097;
1993;2;26;2.5648;0.0098;
1993;2;27;2.4429;0.0099;
1993;2;28;2.3260;0.0100;
1993;3;1;2.2355;0.0102;
1993;3;2;2.1954;0.0103;
1993;3;3;2.2306;0.0104;
1993;3;4;2.3909;0.0105;
1993;3;5;2.6095;0.0105;
1993;3;6;2.8217;0.0106;
1993;3;7;3.0246;0.0106;
1993;3;8;3.1940;0.0106;
1993;3;9;3.2737;0.0106;
1993;3;10;3.2095;0.0107;
1993;3;11;3.0389;0.0107;
1993;3;12;2.8520;0.0107;
1993;3;13;2.6803;0.0107;
1993;3;14;2.5441;0.0107;
1993;3;15;2.4766;0.0106;
1993;3;16;2.4892;0.0105;
1993;3;17;2.5635;0.0104;
1993;3;18;2.6356;0.0102;
1993;3;19;2.6962;0.0101;
1993;3;20;2.7975;0.0099;
1993;3;21;2.8823;0.0097;
1993;3;22;2.8853;0.0095;
1993;3;23;2.8566;0.0092;
1993;3;24;2.8284;0.0090;
1993;3;25;2.7574;0.0089;
1993;3;26;2.5941;0.0089;
1993;3;27;2.4415;0.0090;
1993;3;28;2.3847;0.0092;
1993;3;29;2.3253;0.0093;
1993;3;30;2.3046;0.0095;
1993;3;31;2.3829;0.0096;
1993;4;1;2.5253;0.0097;
1993;4;2;2.7428;0.0099;
1993;4;3;2.9936;0.0100;
1993;4;4;3.1939;0.0102;
1993;4;5;3.3183;0.0103;
1993;4;6;3.3494;0.0104;
1993;4;7;3.2328;0.0105;
1993;4;8;3.0341;0.0106;
1993;4;9;2.8633;0.0106;
1993;4;10;2.7280;0.0107;
1993;4;11;2.6372;0.0107;
1993;4;12;2.6140;0.0107;
1993;4;13;2.6544;0.0107;
1993;4;14;2.7408;0.0107;
1993;4;15;2.8497;0.0107;
1993;4;16;2.9405;0.0107;
1993;4;17;2.9801;0.0106;
1993;4;18;2.9663;0.0105;
1993;4;19;2.9114;0.0104;
1993;4;20;2.8406;0.0103;
1993;4;21;2.7906;0.0101;
1993;4;22;2.7867;0.0100;
1993;4;23;2.7366;0.0098;
1993;4;24;2.5990;0.0095;
1993;4;25;2.5263;0.0093;
1993;4;26;2.5383;0.0090;
1993;4;27;2.5744;0.0088;
1993;4;28;2.7079;0.0086;
1993;4;29;2.9629;0.0084;
1993;4;30;3.1662;0.0083;
1993;5;1;3.3609;0.0083;
1993;5;2;3.5072;0.0083;
1993;5;3;3.4685;0.0083;
1993;5;4;3.3005;0.0082;
1993;5;5;3.0474;0.0082;
1993;5;6;2.7808;0.0081;
1993;5;7;2.5581;0.0080;
1993;5;8;2.4381;0.0079;
1993;5;9;2.3857;0.0077;
1993;5;10;2.3806;0.0076;
1993;5;11;2.3913;0.0074;
1993;5;12;2.4161;0.0072;
1993;5;13;2.4697;0.0071;
1993;5;14;2.5167;0.0072;
1993;5;15;2.5701;0.0073;
1993;5;16;2.6199;0.0075;
1993;5;17;2.5905;0.0077;
1993;5;18;2.5186;0.0079;
1993;5;19;2.4491;0.0080;
1993;5;20;2.3367;0.0082;
1993;5;21;2.2136;0.0084;
1993;5;22;2.1642;0.0086;
1993;5;23;2.1496;0.0088;
1993;5;24;2.1196;0.0089;
1993;5;25;2.2195;0.0090;
1993;5;26;2.4238;0.0091;
1993;5;27;2.5964;0.0092;
1993;5;28;2.7439;0.0093;
1993;5;29;2.8605;0.0093;
1993;5;30;2.8908;0.0093;
1993;5;31;2.7722;0.0092;
1993;6;1;2.5878;0.0091;
1993;6;2;2.2759;0.0090;
1993;6;3;2.0610;0.0089;
1993;6;4;2.0612;0.0088;
1993;6;5;1.9182;0.0087;
1993;6;6;1.8350;0.0085;
1993;6;7;1.9101;0.0083;
1993;6;8;2.0167;0.0081;
1993;6;9;2.1178;0.0080;
1993;6;10;2.1830;0.0079;
1993;6;11;2.2483;0.0079;
1993;6;12;2.2726;0.0078;
1993;6;13;2.2427;0.0078;
1993;6;14;2.1327;0.0077;
1993;6;15;2.0153;0.0077;
1993;6;16;1.9282;0.0077;
1993;6;17;1.8217;0.0077;
1993;6;18;1.7287;0.0077;
1993;6;19;1.6890;0.0076;
1993;6;20;1.7022;0.0076;
1993;6;21;1.7733;0.0075;
1993;6;22;1.9100;0.0073;
1993;6;23;2.0866;0.0073;
1993;6;24;2.2376;0.0073;
1993;6;25;2.3121;0.0073;
1993;6;26;2.3607;0.0075;
1993;6;27;2.2988;0.0076;
1993;6;28;2.0468;0.0079;
1993;6;29;1.8170;0.0081;
1993;6;30;1.6690;0.0084;
1993;7;1;1.5402;0.0087;
1993;7;2;1.4728;0.0090;
1993;7;3;1.4112;0.0092;
1993;7;4;1.3607;0.0095;
1993;7;5;1.4447;0.0097;
1993;7;6;1.5271;0.0100;
1993;7;7;1.5850;0.0102;
1993;7;8;1.6164;0.0103;
1993;7;9;1.6454;0.0105;
1993;7;10;1.6161;0.0106;
1993;7;11;1.5244;0.0106;
1993;7;12;1.4812;0.0106;
1993;7;13;1.4202;0.0105;
1993;7;14;1.3676;0.0105;
1993;7;15;1.3107;0.0105;
1993;7;16;1.2751;0.0104;
1993;7;17;1.2648;0.0103;
1993;7;18;1.3168;0.0102;
1993;7;19;1.4638;0.0101;
1993;7;20;1.6724;0.0099;
1993;7;21;1.9175;0.0098;
1993;7;22;2.1514;0.0096;
1993;7;23;2.2775;0.0094;
1993;7;24;2.2451;0.0093;
1993;7;25;2.0908;0.0091;
1993;7;26;1.8964;0.0088;
1993;7;27;1.6534;0.0086;
1993;7;28;1.4639;0.0084;
1993;7;29;1.4261;0.0081;
1993;7;30;1.4719;0.0080;
1993;7;31;1.5259;0.0080;
1993;8;1;1.5526;0.0081;
1993;8;2;1.6514;0.0083;
1993;8;3;1.8041;0.0085;
1993;8;4;1.9116;0.0086;
1993;8;5;1.9987;0.0088;
1993;8;6;2.0423;0.0089;
1993;8;7;1.9823;0.0090;
1993;8;8;1.8538;0.0091;
1993;8;9;1.7257;0.0091;
1993;8;10;1.6286;0.0091;
1993;8;11;1.5112;0.0091;
1993;8;12;1.4127;0.0090;
1993;8;13;1.4485;0.0089;
1993;8;14;1.5803;0.0088;
1993;8;15;1.7356;0.0086;
1993;8;16;1.9309;0.0085;
1993;8;17;2.1710;0.0083;
1993;8;18;2.3279;0.0081;
1993;8;19;2.4964;0.0079;
1993;8;20;2.6377;0.0078;
1993;8;21;2.5210;0.0078;
1993;8;22;2.3017;0.0080;
1993;8;23;2.0814;0.0082;
1993;8;24;1.8612;0.0084;
1993;8;25;1.7003;0.0086;
1993;8;26;1.6095;0.0088;
1993;8;27;1.5885;0.0089;
1993;8;28;1.6258;0.0091;
1993;8;29;1.7060;0.0092;
1993;8;30;1.8129;0.0094;
1993;8;31;1.9275;0.0096;
1993;9;1;2.0305;0.0098;
1993;9;2;2.1187;0.0100;
1993;9;3;2.1468;0.0101;
1993;9;4;2.0667;0.0102;
1993;9;5;1.9460;0.0103;
1993;9;6;1.8484;0.0104;
1993;9;7;1.7964;0.0104;
1993;9;8;1.7586;0.0103;
1993;9;9;1.7176;0.0102;
1993;9;10;1.7460;0.0101;
1993;9;11;1.8786;0.0100;
1993;9;12;2.0793;0.0099;
1993;9;13;2.3145;0.0097;
1993;9;14;2.5724;0.0095;
1993;9;15;2.7385;0.0093;
1993;9;16;2.8315;0.0091;
1993;9;17;2.8177;0.0090;
1993;9;18;2.6310;0.0087;
1993;9;19;2.4161;0.0085;
1993;9;20;2.1894;0.0083;
1993;9;21;2.0353;0.0080;
1993;9;22;2.0071;0.0078;
1993;9;23;2.0353;0.0075;
1993;9;24;2.1126;0.0073;
1993;9;25;2.1980;0.0071;
1993;9;26;2.2723;0.0069;
1993;9;27;2.3517;0.0066;
1993;9;28;2.4109;0.0064;
1993;9;29;2.4207;0.0062;
1993;9;30;2.3841;0.0059;
1993;10;1;2.3341;0.0058;
1993;10;2;2.2692;0.0058;
1993;10;3;2.1626;0.0059;
1993;10;4;2.1018;0.0061;
1993;10;5;2.0952;0.0063;
1993;10;6;2.1177;0.0064;
1993;10;7;2.2048;0.0066;
1993;10;8;2.2913;0.0067;
1993;10;9;2.4076;0.0068;
1993;10;10;2.5641;0.0069;
1993;10;11;2.7936;0.0070;
1993;10;12;3.0564;0.0070;
1993;10;13;3.2278;0.0070;
1993;10;14;3.3068;0.0070;
1993;10;15;3.2357;0.0070;
1993;10;16;3.0353;0.0070;
1993;10;17;2.7474;0.0069;
1993;10;18;2.4980;0.0068;
1993;10;19;2.3792;0.0069;
1993;10;20;2.3480;0.0069;
1993;10;21;2.3902;0.0070;
1993;10;22;2.4719;0.0072;
1993;10;23;2.5753;0.0074;
1993;10;24;2.6629;0.0075;
1993;10;25;2.7042;0.0077;
1993;10;26;2.7448;0.0079;
1993;10;27;2.7625;0.0080;
1993;10;28;2.7296;0.0081;
1993;10;29;2.6524;0.0082;
1993;10;30;2.5718;0.0083;
1993;10;31;2.4627;0.0084;
1993;11;1;2.2848;0.0085;
1993;11;2;2.1956;0.0086;
1993;11;3;2.1716;0.0087;
1993;11;4;2.2129;0.0088;
1993;11;5;2.2755;0.0089;
1993;11;6;2.3706;0.0089;
1993;11;7;2.5690;0.0089;
1993;11;8;2.8003;0.0090;
1993;11;9;3.0046;0.0089;
1993;11;10;3.1049;0.0089;
1993;11;11;3.0941;0.0088;
1993;11;12;2.9637;0.0088;
1993;11;13;2.7772;0.0087;
1993;11;14;2.5526;0.0086;
1993;11;15;2.3347;0.0085;
1993;11;16;2.2194;0.0084;
1993;11;17;2.2187;0.0084;
1993;11;18;2.2733;0.0083;
1993;11;19;2.3360;0.0082;
1993;11;20;2.4009;0.0081;
1993;11;21;2.4365;0.0080;
1993;11;22;2.4577;0.0080;
1993;11;23;2.4824;0.0079;
1993;11;24;2.4564;0.0077;
1993;11;25;2.3667;0.0077;
1993;11;26;2.2574;0.0075;
1993;11;27;2.1708;0.0074;
1993;11;28;2.0839;0.0073;
1993;11;29;1.9329;0.0072;
1993;11;30;1.8055;0.0072;
1993;12;1;1.7926;0.0072;
1993;12;2;1.8514;0.0072;
1993;12;3;1.9547;0.0073;
1993;12;4;2.1064;0.0074;
1993;12;5;2.3024;0.0075;
1993;12;6;2.4868;0.0075;
1993;12;7;2.6388;0.0076;
1993;12;8;2.7477;0.0076;
1993;12;9;2.7015;0.0076;
1993;12;10;2.5572;0.0076;
1993;12;11;2.4748;0.0076;
1993;12;12;2.3343;0.0076;
1993;12;13;2.1578;0.0075;
1993;12;14;2.1574;0.0074;
1993;12;15;2.2756;0.0073;
1993;12;16;2.4211;0.0072;
1993;12;17;2.5597;0.0071;
1993;12;18;2.6161;0.0070;
1993;12;19;2.6197;0.0069;
1993;12;20;2.6075;0.0067;
1993;12;21;2.6107;0.0066;
1993;12;22;2.5896;0.0064;
1993;12;23;2.4892;0.0063;
1993;12;24;2.3835;0.0061;
1993;12;25;2.2888;0.0060;
1993;12;26;2.1928;0.0058;
1993;12;27;2.1164;0.0057;
1993;12;28;2.0930;0.0055;
1993;12;29;2.1481;0.0054;
1993;12;30;2.2806;0.0053;
1993;12;31;2.4612;0.0052;
1994;1;1;2.6396;0.0046;
1994;1;2;2.7682;0.0046;
1994;1;3;2.8125;0.0046;
1994;1;4;2.7630;0.0046;
1994;1;5;2.6365;0.0045;
1994;1;6;2.4752;0.0045;
1994;1;7;2.3085;0.0044;
1994;1;8;2.1495;0.0044;
1994;1;9;2.0296;0.0043;
1994;1;10;1.9726;0.0042;
1994;1;11;1.9950;0.0041;
1994;1;12;2.1061;0.0040;
1994;1;13;2.2524;0.0039;
1994;1;14;2.3523;0.0038;
1994;1;15;2.3683;0.0037;
1994;1;16;2.3243;0.0036;
1994;1;17;2.2765;0.0036;
1994;1;18;2.2253;0.0036;
1994;1;19;2.1304;0.0036;
1994;1;20;2.0266;0.0036;
1994;1;21;1.9675;0.0036;
1994;1;22;1.9335;0.0037;
1994;1;23;1.9204;0.0037;
1994;1;24;1.9428;0.0038;
1994;1;25;2.0157;0.0039;
1994;1;26;2.1658;0.0040;
1994;1;27;2.3849;0.0042;
1994;1;28;2.6151;0.0043;
1994;1;29;2.7632;0.0045;
1994;1;30;2.7935;0.0047;
1994;1;31;2.7657;0.0049;
1994;2;1;2.6884;0.0051;
1994;2;2;2.5315;0.0053;
1994;2;3;2.3238;0.0055;
1994;2;4;2.1254;0.0057;
1994;2;5;1.9806;0.0060;
1994;2;6;1.8961;0.0062;
1994;2;7;1.9052;0.0065;
1994;2;8;2.0075;0.0067;
1994;2;9;2.1707;0.0070;
1994;2;10;2.2643;0.0072;
1994;2;11;2.2925;0.0075;
1994;2;12;2.3348;0.0078;
1994;2;13;2.3085;0.0080;
1994;2;14;2.3273;0.0083;
1994;2;15;2.3096;0.0085;
1994;2;16;2.1816;0.0087;
1994;2;17;2.1237;0.0089;
1994;2;18;2.0895;0.0091;
1994;2;19;2.0134;0.0093;
1994;2;20;1.9932;0.0095;
1994;2;21;2.0965;0.0097;
1994;2;22;2.2457;0.0098;
1994;2;23;2.4403;0.0098;
1994;2;24;2.7200;0.0099;
1994;2;25;3.0169;0.0099;
1994;2;26;3.2552;0.0099;
1994;2;27;3.3814;0.0099;
1994;2;28;3.3674;0.0099;
1994;3;1;3.2361;0.0099;
1994;3;2;3.0591;0.0098;
1994;3;3;2.8876;0.0097;
1994;3;4;2.7291;0.0096;
1994;3;5;2.5901;0.0095;
1994;3;6;2.4907;0.0093;
1994;3;7;2.4499;0.0092;
1994;3;8;2.4757;0.0090;
1994;3;9;2.5913;0.0089;
1994;3;10;2.6926;0.0087;
1994;3;11;2.6659;0.0085;
1994;3;12;2.6049;0.0084;
1994;3;13;2.5491;0.0082;
1994;3;14;2.4585;0.0081;
1994;3;15;2.3502;0.0080;
1994;3;16;2.2820;0.0080;
1994;3;17;2.2102;0.0081;
1994;3;18;2.1150;0.0081;
1994;3;19;2.0944;0.0081;
1994;3;20;2.1348;0.0080;
1994;3;21;2.2164;0.0080;
1994;3;22;2.3686;0.0079;
1994;3;23;2.5748;0.0077;
1994;3;24;2.8105;0.0077;
1994;3;25;3.0587;0.0077;
1994;3;26;3.2508;0.0078;
1994;3;27;3.2946;0.0080;
1994;3;28;3.1600;0.0082;
1994;3;29;2.9203;0.0083;
1994;3;30;2.7112;0.0085;
1994;3;31;2.5545;0.0087;
1994;4;1;2.4119;0.0089;
1994;4;2;2.3522;0.0091;
1994;4;3;2.4047;0.0092;
1994;4;4;2.4682;0.0093;
1994;4;5;2.4822;0.0094;
1994;4;6;2.5287;0.0095;
1994;4;7;2.6168;0.0096;
1994;4;8;2.6496;0.0096;
1994;4;9;2.6280;0.0096;
1994;4;10;2.5980;0.0096;
1994;4;11;2.5042;0.0095;
1994;4;12;2.3646;0.0095;
1994;4;13;2.4387;0.0094;
1994;4;14;2.2399;0.0092;
1994;4;15;2.0172;0.0091;
1994;4;16;2.0967;0.0088;
1994;4;17;2.1149;0.0086;
1994;4;18;2.2387;0.0083;
1994;4;19;2.3872;0.0081;
1994;4;20;2.5611;0.0078;
1994;4;21;2.7619;0.0076;
1994;4;22;2.9497;0.0074;
1994;4;23;3.1028;0.0072;
1994;4;24;3.1552;0.0070;
1994;4;25;3.0637;0.0068;
1994;4;26;2.8762;0.0066;
1994;4;27;2.6629;0.0063;
1994;4;28;2.5143;0.0061;
1994;4;29;2.4551;0.0060;
1994;4;30;2.4590;0.0059;
1994;5;1;2.5225;0.0058;
1994;5;2;2.5818;0.0058;
1994;5;3;2.5922;0.0058;
1994;5;4;2.6220;0.0057;
1994;5;5;2.6625;0.0057;
1994;5;6;2.6229;0.0056;
1994;5;7;2.5174;0.0055;
1994;5;8;2.4261;0.0054;
1994;5;9;2.3554;0.0052;
1994;5;10;2.2750;0.0051;
1994;5;11;2.2072;0.0049;
1994;5;12;2.1701;0.0049;
1994;5;13;2.1608;0.0049;
1994;5;14;2.1743;0.0050;
1994;5;15;2.2092;0.0051;
1994;5;16;2.2907;0.0053;
1994;5;17;2.4347;0.0054;
1994;5;18;2.6080;0.0055;
1994;5;19;2.7508;0.0057;
1994;5;20;2.8149;0.0059;
1994;5;21;2.7810;0.0060;
1994;5;22;2.6532;0.0062;
1994;5;23;2.4595;0.0065;
1994;5;24;2.2508;0.0067;
1994;5;25;2.0884;0.0069;
1994;5;26;1.9846;0.0071;
1994;5;27;1.9171;0.0073;
1994;5;28;1.8909;0.0074;
1994;5;29;1.9106;0.0075;
1994;5;30;1.9559;0.0076;
1994;5;31;1.9988;0.0077;
1994;6;1;2.0202;0.0078;
1994;6;2;2.0011;0.0078;
1994;6;3;1.9320;0.0079;
1994;6;4;1.8317;0.0079;
1994;6;5;1.7203;0.0080;
1994;6;6;1.5936;0.0080;
1994;6;7;1.4720;0.0079;
1994;6;8;1.4128;0.0079;
1994;6;9;1.4005;0.0078;
1994;6;10;1.4099;0.0077;
1994;6;11;1.4861;0.0076;
1994;6;12;1.6229;0.0075;
1994;6;13;1.7760;0.0073;
1994;6;14;1.9208;0.0072;
1994;6;15;2.0393;0.0070;
1994;6;16;2.1116;0.0070;
1994;6;17;2.1340;0.0070;
1994;6;18;2.0914;0.0071;
1994;6;19;1.9376;0.0072;
1994;6;20;1.7068;0.0074;
1994;6;21;1.4892;0.0075;
1994;6;22;1.3439;0.0076;
1994;6;23;1.2698;0.0077;
1994;6;24;1.2197;0.0077;
1994;6;25;1.2047;0.0078;
1994;6;26;1.2693;0.0077;
1994;6;27;1.3468;0.0077;
1994;6;28;1.3477;0.0076;
1994;6;29;1.2917;0.0075;
1994;6;30;1.1981;0.0074;
1994;7;1;1.0991;0.0074;
1994;7;2;1.0438;0.0074;
1994;7;3;1.0118;0.0075;
1994;7;4;0.9687;0.0076;
1994;7;5;0.9118;0.0077;
1994;7;6;0.8603;0.0078;
1994;7;7;0.8688;0.0078;
1994;7;8;0.9849;0.0079;
1994;7;9;1.1680;0.0079;
1994;7;10;1.3514;0.0079;
1994;7;11;1.5299;0.0079;
1994;7;12;1.7045;0.0078;
1994;7;13;1.8433;0.0078;
1994;7;14;1.9209;0.0078;
1994;7;15;1.9072;0.0078;
1994;7;16;1.8234;0.0080;
1994;7;17;1.7447;0.0082;
1994;7;18;1.6513;0.0083;
1994;7;19;1.5006;0.0085;
1994;7;20;1.3390;0.0087;
1994;7;21;1.3101;0.0089;
1994;7;22;1.3681;0.0090;
1994;7;23;1.3847;0.0092;
1994;7;24;1.4588;0.0093;
1994;7;25;1.5478;0.0095;
1994;7;26;1.5270;0.0096;
1994;7;27;1.4670;0.0097;
1994;7;28;1.4380;0.0099;
1994;7;29;1.4112;0.0100;
1994;7;30;1.3614;0.0102;
1994;7;31;1.2865;0.0103;
1994;8;1;1.1923;0.0104;
1994;8;2;1.1083;0.0105;
1994;8;3;1.0977;0.0105;
1994;8;4;1.1740;0.0105;
1994;8;5;1.2971;0.0105;
1994;8;6;1.4370;0.0105;
1994;8;7;1.5605;0.0104;
1994;8;8;1.6529;0.0103;
1994;8;9;1.7178;0.0101;
1994;8;10;1.7677;0.0100;
1994;8;11;1.7642;0.0098;
1994;8;12;1.6690;0.0097;
1994;8;13;1.5142;0.0096;
1994;8;14;1.3409;0.0095;
1994;8;15;1.2186;0.0093;
1994;8;16;1.1993;0.0091;
1994;8;17;1.2524;0.0089;
1994;8;18;1.3306;0.0087;
1994;8;19;1.4156;0.0085;
1994;8;20;1.5142;0.0083;
1994;8;21;1.6354;0.0080;
1994;8;22;1.7342;0.0077;
1994;8;23;1.7699;0.0075;
1994;8;24;1.7600;0.0072;
1994;8;25;1.6997;0.0070;
1994;8;26;1.6303;0.0069;
1994;8;27;1.5890;0.0069;
1994;8;28;1.5183;0.0069;
1994;8;29;1.4366;0.0070;
1994;8;30;1.4087;0.0069;
1994;8;31;1.4375;0.0069;
1994;9;1;1.5364;0.0069;
1994;9;2;1.7046;0.0069;
1994;9;3;1.9173;0.0069;
1994;9;4;2.1519;0.0068;
1994;9;5;2.3347;0.0067;
1994;9;6;2.4429;0.0066;
1994;9;7;2.5094;0.0065;
1994;9;8;2.5380;0.0065;
1994;9;9;2.5239;0.0065;
1994;9;10;2.4396;0.0067;
1994;9;11;2.2917;0.0068;
1994;9;12;2.1826;0.0070;
1994;9;13;2.1853;0.0072;
1994;9;14;2.2410;0.0073;
1994;9;15;2.3202;0.0075;
1994;9;16;2.4602;0.0076;
1994;9;17;2.5956;0.0077;
1994;9;18;2.6313;0.0078;
1994;9;19;2.5928;0.0079;
1994;9;20;2.5381;0.0079;
1994;9;21;2.4724;0.0080;
1994;9;22;2.3793;0.0080;
1994;9;23;2.2539;0.0080;
1994;9;24;2.1381;0.0079;
1994;9;25;2.0592;0.0078;
1994;9;26;1.9816;0.0078;
1994;9;27;1.9064;0.0076;
1994;9;28;1.9300;0.0075;
1994;9;29;2.0388;0.0074;
1994;9;30;2.1641;0.0073;
1994;10;1;2.3309;0.0071;
1994;10;2;2.4857;0.0070;
1994;10;3;2.6266;0.0068;
1994;10;4;2.7931;0.0065;
1994;10;5;2.8796;0.0064;
1994;10;6;2.8150;0.0062;
1994;10;7;2.6588;0.0061;
1994;10;8;2.4886;0.0060;
1994;10;9;2.3543;0.0058;
1994;10;10;2.2867;0.0057;
1994;10;11;2.2917;0.0056;
1994;10;12;2.3494;0.0055;
1994;10;13;2.4309;0.0054;
1994;10;14;2.5074;0.0054;
1994;10;15;2.5488;0.0054;
1994;10;16;2.5321;0.0054;
1994;10;17;2.4544;0.0055;
1994;10;18;2.3324;0.0056;
1994;10;19;2.1964;0.0056;
1994;10;20;2.0806;0.0057;
1994;10;21;2.0048;0.0057;
1994;10;22;1.9568;0.0057;
1994;10;23;1.9257;0.0057;
1994;10;24;1.9350;0.0057;
1994;10;25;2.0048;0.0057;
1994;10;26;2.1282;0.0056;
1994;10;27;2.2458;0.0056;
1994;10;28;2.3865;0.0056;
1994;10;29;2.5924;0.0057;
1994;10;30;2.7603;0.0059;
1994;10;31;2.8695;0.0061;
1994;11;1;2.9493;0.0063;
1994;11;2;2.9444;0.0066;
1994;11;3;2.8675;0.0068;
1994;11;4;2.6906;0.0071;
1994;11;5;2.4506;0.0073;
1994;11;6;2.3547;0.0075;
1994;11;7;2.3178;0.0077;
1994;11;8;2.2863;0.0078;
1994;11;9;2.3392;0.0080;
1994;11;10;2.4229;0.0081;
1994;11;11;2.5147;0.0082;
1994;11;12;2.5549;0.0083;
1994;11;13;2.5007;0.0083;
1994;11;14;2.4257;0.0083;
1994;11;15;2.3873;0.0083;
1994;11;16;2.3388;0.0083;
1994;11;17;2.2701;0.0082;
1994;11;18;2.1689;0.0082;
1994;11;19;2.0171;0.0081;
1994;11;20;1.9563;0.0079;
1994;11;21;2.0163;0.0077;
1994;11;22;2.0967;0.0075;
1994;11;23;2.2184;0.0073;
1994;11;24;2.3884;0.0071;
1994;11;25;2.5539;0.0068;
1994;11;26;2.6737;0.0066;
1994;11;27;2.7365;0.0064;
1994;11;28;2.7481;0.0061;
1994;11;29;2.7217;0.0060;
1994;11;30;2.6830;0.0059;
1994;12;1;2.6017;0.0060;
1994;12;2;2.4485;0.0060;
1994;12;3;2.3185;0.0061;
1994;12;4;2.2861;0.0061;
1994;12;5;2.3223;0.0061;
1994;12;6;2.3849;0.0061;
1994;12;7;2.4681;0.0061;
1994;12;8;2.5274;0.0061;
1994;12;9;2.5088;0.0060;
1994;12;10;2.4610;0.0059;
1994;12;11;2.4464;0.0058;
1994;12;12;2.4403;0.0057;
