Years;SCH15;STO15;WIL16;BCC;CCSM;GISS;IPSL;MPI
1616;0.0927;;0.2453;-0.8562;-0.4505;-0.0883;-1.1502;-0.9587
1617;0.0861;;-0.1806;-0.2360;-1.0236;-0.2017;-0.9286;-0.8634
1618;0.1689;;-0.1513;-0.3617;-0.6296;-0.4413;-1.0181;-0.7670
1619;0.1297;;-0.5478;-0.3447;-0.6261;-0.3050;-0.9836;-0.6668
1620;0.0475;;-0.5478;-0.6979;-0.6759;-0.0227;-0.9803;-0.8497
1621;0.2222;;-0.2541;-0.9742;-1.3460;-0.2655;-1.5467;-0.8564
1622;0.1585;;-0.2247;-0.7121;-0.9909;-0.5559;-1.2224;-0.4909
1623;0.0368;;-0.7535;-0.6848;-0.6079;-0.4420;-1.0364;-0.8230
1624;-0.0063;;-0.6947;-0.8084;-0.5884;-0.2019;-0.9568;-0.8917
1625;0.0015;;-0.4157;-0.8356;-0.5416;-0.2112;-1.1464;-0.8789
1626;0.3054;;-0.1072;-0.8418;-0.7281;-0.3415;-0.9435;-0.9230
1627;-0.0315;;-0.5625;-0.1683;-0.7473;-0.5136;-0.8479;-0.8473
1628;0.0230;;-0.4891;-0.5079;-0.9828;-0.5035;-0.6003;-0.7107
1629;-0.1462;;-0.4303;-0.9879;-0.8363;-0.4931;-1.2943;-0.8699
1630;-0.0380;;-0.5919;-0.6149;-0.8003;-0.4251;-1.3970;-1.3097
1631;-0.0797;;-0.6800;-0.4994;-1.0327;-0.1886;-1.1709;-0.6721
1632;-0.0146;;-0.4597;-0.1100;-0.6875;0.0208;-1.6397;-0.8069
1633;0.0746;;-0.5185;-0.6472;-0.9645;-0.1582;-1.7332;-0.5180
1634;-0.2204;;-0.5919;-0.4227;-1.2491;-0.1567;-1.1323;-0.4272
1635;0.2942;;-0.2247;-0.4910;-0.5672;-0.0354;-1.1455;-0.4515
1636;0.2018;;-0.0631;-0.9213;-0.6225;-0.2089;-1.5019;-0.6512
1637;0.3588;;-0.1513;-0.6111;-0.6974;0.0155;-1.1370;-0.5972
1638;0.0412;;-0.3724;-0.5087;-0.9493;-0.4449;-1.1945;-0.8671
1639;0.0056;;-0.2391;-0.7758;-0.9079;-0.5536;-1.2542;-0.6312
1640;0.1690;;-0.0637;-0.9174;-0.4852;-0.0439;-0.9706;-0.7203
1641;-0.4214;;-1.3081;-1.2823;-2.7528;-1.5572;-1.5759;-2.2143
1642;-0.2198;;-1.1838;-1.0144;-2.2349;-1.1748;-1.6413;-1.4026
1643;-0.3487;;-1.3325;-0.6093;-1.3637;-0.9258;-1.2846;-1.3577
1644;-0.0936;;-0.9013;-0.9312;-1.0772;-0.2508;-1.4873;-1.1105
1645;0.1415;;-0.7080;-0.5696;-1.0448;-0.9669;-1.5744;-1.6945
1646;-0.0014;;-0.9756;-1.1569;-0.9029;-0.3972;-1.4730;-1.2135
1647;0.1246;;-0.6783;-0.8962;-0.9967;-0.4614;-1.4915;-1.2303
1648;0.2898;;-0.3660;-1.0667;-0.8755;-0.4877;-1.2079;-0.9407
1649;-0.1600;;-0.7229;-0.9137;-0.9143;-0.3176;-1.3881;-0.9941
1650;0.2953;;-0.3512;-0.4684;-1.0734;-0.4138;-1.2775;-0.5168
1651;0.0733;;-0.6188;-0.5739;-0.8092;-0.3809;-1.5193;0.0942
1652;0.0257;;-0.5742;-0.6837;-0.8147;0.0221;-1.3534;-0.5942
1653;0.1597;;-0.6337;-0.6580;-0.6611;-0.1896;-1.3174;-1.0661
1654;-0.1279;;-0.5742;-0.3860;-0.6290;-0.2551;-1.5051;-0.8184
1655;0.0077;;-0.3214;-0.6226;-0.9510;-0.2186;-1.5719;-0.7345
1656;0.1083;;-0.1281;-0.6988;-0.8736;-0.0748;-1.6150;-0.6024
1657;0.1060;;-0.2471;-0.5178;-0.6331;-0.2417;-1.4063;-0.5894
1658;0.0916;;-0.4552;-0.3723;-1.0674;-0.1703;-1.4088;-0.8937
1659;0.2173;;-0.0984;-0.5951;-0.8002;-0.1763;-1.2747;-0.5352
1660;0.4221;;-0.0538;-0.6084;-0.1897;-0.3771;-0.8908;-0.4213
1661;0.1392;;-0.3214;-0.6377;-0.7518;-0.1015;-1.3332;-0.5138
1662;0.0284;;-0.3065;-0.8347;-0.9715;-0.5061;-1.2039;-0.7745
1663;-0.1362;;-0.6039;-0.9665;-0.6276;-0.2097;-1.2997;-0.9472
1664;0.2230;;-0.3809;-0.7599;-0.5795;-0.3214;-1.3259;-0.9811
1665;0.2467;;-0.5742;-0.5797;-0.8255;-0.1685;-1.1720;-0.5227
1666;0.1669;;-0.4404;-0.8172;-1.0113;-0.1871;-1.2780;-0.6384
1667;-0.1387;;-0.8121;-0.7145;-0.2683;-0.1856;-0.9759;-0.6402
1668;0.1554;;-0.6337;-0.6378;-0.6506;-0.6524;-1.4282;-1.6563
1669;0.1920;;-0.4404;-0.7603;-0.9563;-0.4681;-1.0634;-1.2407
1670;-0.0732;;-0.8121;-0.7883;-0.6507;-0.5434;-1.2281;-0.8253
1671;0.2318;;-0.6783;-0.4648;-0.7570;-0.2484;-0.9661;-0.8774
1672;0.3391;;-0.5147;-0.9484;-0.8512;-0.3951;-1.0565;-0.8742
1673;0.1883;;-0.4998;-0.8480;-0.9172;-0.7064;-1.2710;-0.8221
1674;-0.1829;;-0.7824;-0.8264;-1.0835;-1.0344;-1.6828;-1.0693
1675;0.0580;;-0.6188;-0.8074;-1.0440;-0.9492;-1.3750;-0.9174
1676;-0.0939;;-0.7675;-0.9085;-0.8270;-0.4753;-1.3055;-0.9247
1677;-0.3254;;-1.0351;-0.7675;-0.9836;-0.6156;-1.0932;-0.9339
1678;0.1226;;-0.6039;-0.7887;-1.1513;-0.4904;-1.1529;-1.1550
1679;-0.0897;;-0.7824;-1.0534;-0.8722;-0.6316;-1.0066;-1.1075
1680;0.1883;;-0.5593;-0.8051;-1.1723;-0.6269;-1.3628;-1.0842
1681;0.2628;;-0.4106;-0.3270;-0.6987;-0.4166;-1.3655;-1.0328
1682;0.1699;;-0.5296;-0.2674;-0.8800;-0.4047;-1.2549;-1.0422
1683;0.1671;;-0.5296;-0.3781;-0.7045;-0.4018;-1.3255;-0.7045
1684;0.1567;;-0.3263;-0.7529;-0.6164;-0.1565;-1.0397;-0.8773
1685;-0.0113;;-0.6004;-0.9347;-0.6174;-0.3051;-0.9934;-0.7647
1686;0.0785;;-0.4634;-0.9067;-0.8994;-0.2511;-1.2209;-0.7130
1687;0.1889;;-0.4025;-0.4020;-1.0576;-0.4477;-1.1501;-0.9101
1688;0.1158;;-0.5090;-0.6800;-0.8004;-0.4593;-1.2132;-0.7367
1689;0.3252;;-0.1450;-0.7394;-0.7291;-0.4830;-0.5792;-0.4865
1690;0.0638;;-0.3738;-0.6670;-0.6500;-0.3788;-1.3317;-0.4006
1691;0.3165;;-0.1145;-0.3985;-0.2914;-0.3867;-1.5832;-0.7030
1692;0.2583;;-0.4652;-0.6832;-0.9245;-0.3335;-1.2966;-0.4260
1693;0.1128;;-0.1603;-0.7937;-0.3672;-0.2693;-1.6530;-0.5715
1694;0.0742;;-0.4652;-0.7924;-0.8796;-0.9740;-1.7247;-0.9493
1695;-0.1967;;-0.9532;-0.5176;-0.9885;-1.3653;-1.4866;-1.4570
1696;0.0018;;-0.6482;-0.7944;-1.0645;-1.7373;-1.6152;-1.4791
1697;-0.1203;;-0.9380;-0.4486;-1.1734;-1.4014;-1.4229;-1.2522
1698;-0.3920;;-1.3955;-0.5100;-1.2190;-1.0769;-1.3463;-1.1541
1699;-0.5667;;-1.4717;-0.3829;-0.9093;-0.7174;-1.2411;-1.0927
1700;0.0466;;-1.1667;-0.9696;-0.6487;-0.3331;-0.9906;-1.0846
1701;-0.1355;;-1.1057;-0.7874;-0.7940;-0.3599;-1.2939;-1.0718
1702;-0.0477;;-0.9227;-0.8976;-1.0715;-0.5188;-0.8749;-1.1648
1703;0.3751;;-0.5567;-0.8080;-1.0893;-0.2102;-0.9909;-0.8324
1704;0.4728;;-0.5262;-1.0339;-0.9183;-0.5861;-0.9966;-0.8968
1705;0.1486;;-0.8465;-1.1021;-1.1278;-0.1898;-1.2318;-0.8935
1706;0.1408;;-0.5872;-1.0885;-1.2600;-0.4165;-1.4608;-0.8514
1707;0.4153;;-0.2823;-0.6878;-0.7750;-0.3932;-1.3133;-0.5633
1708;0.2175;;-0.5262;-0.9281;-0.9699;-0.4530;-1.3573;-0.5507
1709;-0.1769;;-0.8007;-0.5757;-0.9046;-0.3206;-1.5335;-0.7160
1710;0.1723;;-0.6560;-0.7194;-0.8869;-0.1790;-1.2214;-0.7289
1711;-0.0780;;-0.7186;-0.5422;-0.3652;-0.1683;-1.8873;-0.7526
1712;0.0627;;-0.6248;-0.9549;-0.7996;-0.3883;-1.3685;-1.1508
1713;0.3259;;-0.4684;-0.9714;-0.7756;-0.3326;-1.6408;-0.2811
1714;-0.1099;;-0.8905;-0.7300;-0.9980;-0.0784;-1.1106;-0.6226
1715;0.3875;;-0.4684;-0.7317;-1.0489;-0.0611;-1.0947;-0.8265
1716;-0.0037;;-0.8905;-1.0391;-0.8787;-0.3372;-1.3404;-0.6289
1717;-0.0393;;-0.8905;-0.7193;-0.9179;-0.4726;-1.2289;-1.0547
1718;0.0633;;-0.7811;-0.4309;-0.7456;-0.4463;-1.1353;-1.1217
1719;0.2232;;-0.6560;-0.8936;-1.7844;-0.5148;-1.0503;-0.8822
1720;0.3161;;-0.2652;-1.0204;-2.1890;-0.3770;-1.0122;-0.5153
1721;0.2017;;-0.5779;-0.8094;-1.8361;-0.2271;-0.8735;-0.6915
1722;0.4997;;-0.2496;-0.6615;-1.2635;-0.1939;-1.2599;-0.5808
1723;0.1452;;-0.5310;-0.7960;-0.9230;-0.0614;-1.1639;-0.6446
1724;0.3594;;-0.4528;-1.0653;-0.9876;-0.4674;-1.1470;-0.7524
1725;0.1884;;-0.2339;-0.8191;-0.7552;-0.2431;-1.1228;-0.3401
1726;0.3076;;-0.3903;-0.7909;-0.6967;-0.3012;-1.1412;-0.9385
1727;0.3938;;-0.2808;-0.5149;-1.0332;-0.1979;-0.9547;-0.7212
1728;0.3455;;-0.3903;-0.7518;-0.7351;-0.2623;-1.2258;-1.0047
1729;0.1210;;-0.1401;-0.7728;-1.0525;-0.1342;-1.4757;-0.8702
1730;-0.1001;;-0.5466;-0.8543;-1.6858;-0.2656;-1.2627;-0.7160
1731;0.0983;;-0.6091;-0.6710;-1.1480;-0.6329;-1.1603;-1.0141
1732;-0.0002;;-0.4841;-0.7645;-0.8020;-0.3670;-1.2352;-0.8031
1733;0.1255;;-0.4215;-0.6987;-0.9592;-0.7013;-1.1762;-0.3855
1734;0.2136;;-0.2339;-0.8755;-0.6377;-0.3928;-1.2173;-0.8053
1735;0.0945;;-0.5310;-0.7455;-0.9108;-0.1593;-1.5024;-0.6565
1736;0.3225;;-0.3903;-0.8355;-0.7936;-0.2577;-1.5116;-0.5589
1737;0.3069;;-0.4372;-0.5127;-0.7904;-0.4156;-1.4694;-0.7059
1738;-0.0334;;-0.7186;-0.4311;-0.8418;-0.0421;-1.4104;-0.3207
1739;0.1613;;-0.2808;-0.7181;-0.7706;-0.2418;-1.1433;-0.6165
1740;0.1297;;-0.5935;-0.5682;-0.8809;-0.7186;-1.1751;-1.1390
1741;0.0025;;-0.6873;-0.5376;-0.7720;-0.4631;-1.4127;-0.6353
1742;-0.1291;;-0.6560;-0.3987;-0.6927;-0.3983;-1.2310;-1.0740
1743;0.1829;;-0.5466;-0.6127;-0.9499;-0.4073;-1.1418;-0.7196
1744;0.0706;;-0.7029;-0.8356;-0.6983;-0.3186;-1.0279;-0.8323
1745;-0.0952;;-0.5935;-0.7304;-0.8921;-0.2700;-0.8430;-0.9982
1746;0.0913;;-0.8123;-0.4398;-0.6590;-0.4340;-0.5825;-0.4838
1747;0.1845;;-0.7186;-0.5258;-0.3562;-0.3170;-1.1392;-0.6492
1748;0.3775;;-0.4684;-1.0958;-0.2421;-0.2804;-1.4826;-0.6037
1749;0.0069;;-0.6873;-0.6321;-0.4953;-0.1648;-0.6405;-0.5596
1750;0.3413;;-0.6248;-0.6433;-0.5103;-0.2263;-0.8939;-0.5331
1751;0.1295;;-0.6091;-0.5776;-0.1148;-0.1911;-0.7093;-0.6509
1752;0.1259;;-0.4528;-0.4047;-0.8678;-0.2128;-0.7632;-0.4191
1753;0.3693;;-0.6091;-0.8438;-0.8041;-0.4730;-0.7789;-0.3424
1754;0.4181;;-0.3277;-0.6181;-0.7568;-0.4550;-0.8279;-0.4842
1755;0.2420;;-0.6717;-0.6896;-0.4633;-0.2473;-0.9448;-0.8640
1756;0.3449;;-0.4372;-0.7409;-1.2947;-0.0777;-1.3491;-0.9401
1757;0.1383;;-0.5153;-0.2367;-1.1236;-0.1600;-1.3305;-0.3799
1758;0.2579;;-0.4684;-0.6073;-0.9008;-0.1706;-1.2231;-0.6843
1759;0.1103;;-0.5310;-0.6814;-0.7778;-0.3527;-1.2617;-1.3611
1760;0.3369;;-0.3277;-0.6722;-1.1292;-0.4432;-0.9837;-1.0365
1761;0.3301;;-0.3590;-1.1151;-0.8350;-0.4154;-1.2122;-0.6138
1762;0.4536;;-0.3121;-1.5932;-5.1510;-0.7129;-1.1823;-1.0283
1763;0.2553;;-0.0932;-1.0533;-2.8736;-0.4206;-1.0735;-1.0243
1764;0.0134;;-0.5153;-0.7207;-1.7001;-0.2508;-0.8497;-1.1826
1765;0.1858;;-0.5622;-1.1512;-1.1821;-0.2531;-1.2007;-0.6242
1766;0.3075;;-0.2652;-0.9586;-0.9088;-0.2908;-1.2547;-0.4200
1767;0.1008;;-0.4528;-0.6410;-0.9995;-0.0350;-1.5182;-0.2491
1768;0.2032;;-0.5466;-0.5893;-1.2425;-0.0194;-1.1645;-0.4556
1769;-0.1013;;-0.3746;-0.6151;-1.2870;-0.2796;-0.9172;-0.2726
1770;-0.0493;;-0.5153;-0.5472;-0.8317;-0.4058;-0.8150;-0.2951
1771;0.1473;;-0.3746;-0.6851;-0.9673;-0.1005;-1.0918;-0.9523
1772;-0.0494;;-0.6717;-0.3560;-0.9855;-0.5561;-1.2383;-0.2992
1773;0.3653;;-0.2027;-0.2970;-0.7833;-0.5353;-1.1315;-0.4766
1774;0.2029;;-0.3434;-0.3802;-0.9894;-0.1042;-0.8703;-0.4208
1775;0.1171;;-0.3277;-1.0114;-0.6054;-0.0802;-0.7566;-0.1460
1776;-0.0168;;-0.4684;-0.7172;-0.6219;-0.3289;-1.0479;-0.5886
1777;0.1484;;-0.2027;-0.5705;-0.8468;-0.3494;-0.7086;-0.8001
1778;0.1021;;-0.4215;-0.7565;-0.9696;-0.4330;-1.1346;-0.6925
1779;0.2018;;-0.3434;-0.8925;-0.8570;-0.4145;-1.0814;-0.5481
1780;0.0775;;-0.5622;-0.4693;-0.9220;-0.1985;-1.3227;-0.6962
1781;0.3406;;-0.2652;-0.9131;-0.9127;-0.4760;-0.9704;-0.7950
1782;0.0897;;-0.4059;-0.6610;-0.9089;-0.1181;-0.8958;-0.4949
1783;-0.5570;;-1.1875;-0.7958;-1.1771;-0.2024;-1.3076;-0.5444
1784;-0.1287;;-0.7498;-0.8653;-0.8492;-0.7561;-1.2809;-1.0857
1785;-0.0342;;-0.5779;-0.5584;-1.1263;-0.4371;-1.2292;-0.7086
1786;-0.2050;;-0.6404;-0.4888;-1.1458;-0.3758;-1.2386;-0.8346
1787;-0.1024;;-0.6091;-0.3836;-0.9612;-0.1431;-1.2863;-0.5422
1788;0.0552;;-0.7186;-0.4493;-0.8794;-0.7893;-1.0325;-0.7477
1789;0.1376;;-0.6248;-0.2696;-0.7241;-0.3084;-0.9993;-0.6087
1790;-0.1546;;-0.6248;-0.2453;-0.5418;-0.0642;-0.9933;-0.6089
1791;0.1758;;-0.5310;-0.6945;-0.9939;-0.1039;-1.0715;-0.4126
1792;0.0778;;-0.4059;-0.7652;-0.9483;-0.3641;-0.9375;-0.2505
1793;0.2647;;-0.4059;-0.4709;-0.9316;-0.1932;-1.1282;-0.0420
1794;0.2475;;-0.3746;-0.3519;-0.7592;-0.1887;-1.0335;-0.8119
1795;0.1224;;-0.4215;-0.2255;-0.8244;-0.0407;-0.7389;-0.3391
1796;0.3739;;-0.1714;-0.7379;-1.1766;-0.6573;-1.0148;-1.1254
1797;0.0006;;-0.3277;-0.4182;-1.2392;-0.3084;-0.9028;-0.5691
1798;0.3254;;-0.0776;-0.9316;-0.7135;-0.2827;-1.1910;-0.5609
1799;0.0628;;-0.3746;-0.2091;-0.8581;-0.2102;-0.9646;-0.6619
1800;-0.0665;;-0.6560;-0.5608;-1.1780;-0.2311;-0.6997;-0.4469
1801;0.1294;;-0.4059;0.1530;-0.9173;-0.2643;-1.2313;-0.5018
1802;0.1474;;-0.3121;-0.5012;-0.7325;-0.3064;-0.8021;-0.7039
1803;0.2150;;-0.3590;-0.4710;-0.7023;-0.4357;-0.7840;-0.5345
1804;0.2127;;-0.0463;-0.5878;-1.0284;-0.1959;-1.1431;-0.4125
1805;0.1680;;-0.1401;-0.5872;-0.5762;-0.0607;-0.7093;0.0981
1806;-0.0128;;-0.1558;-0.6396;-1.0838;-0.2024;-1.0532;-0.7807
1807;0.2813;;-0.2496;-0.4854;-0.5632;-0.0530;-1.0135;-0.8109
1808;0.3536;;-0.0463;-0.4367;-0.6643;0.1405;-1.0219;-0.6894
1809;-0.0146;;-0.4841;-0.3378;-1.5720;-1.6392;-1.2220;-1.5733
1810;0.0095;;-0.4997;-0.6576;-2.0674;-1.4637;-1.9167;-1.5537
1811;0.0163;;-0.4215;-0.8233;-1.3459;-1.2198;-1.4249;-0.9336
1812;-0.1636;;-0.9061;-0.4714;-0.9692;-0.6949;-1.3631;-0.7665
1813;-0.2365;;-0.9843;-0.6638;-1.0792;-0.3959;-1.3929;-1.2491
1814;-0.0499;;-0.9218;-0.2113;-1.2434;-0.1779;-1.2683;-1.0988
1815;-0.2623;;-0.8905;-1.2401;-2.0433;-1.2909;-1.6452;-1.2656
1816;-0.4490;;-1.4064;-1.2815;-3.1506;-2.1294;-2.8266;-2.5770
1817;-0.3636;;-1.2970;-1.0170;-1.9331;-1.6728;-1.7096;-2.0110
1818;-0.2252;;-1.0781;-0.8958;-1.2431;-1.3102;-1.2479;-1.6504
1819;-0.2355;;-1.2188;-1.2574;-1.2117;-0.5438;-1.4954;-0.9518
1820;0.0772;;-0.8592;-1.0860;-0.9410;-0.6419;-1.0348;-1.3511
1821;-0.0999;;-0.9999;-0.8836;-0.8592;-0.4011;-1.1036;-1.0468
1822;0.1511;;-0.5622;-0.3092;-0.7632;-0.4175;-1.1241;-1.1822
1823;0.2460;;-0.6404;-0.3667;-0.7956;-0.3817;-1.5018;-0.9584
1824;0.0835;;-0.7655;-0.5185;-0.8582;-0.0974;-1.3922;-0.9181
1825;-0.1235;;-0.8280;-0.7314;-0.8474;-0.0132;-1.4146;-0.6265
1826;0.2769;;-0.4997;-0.2794;-0.6468;-0.5206;-1.2184;-0.8465
1827;0.0063;;-0.9374;-0.8849;-0.5389;-0.4158;-0.9895;-0.5598
1828;0.1040;;-0.2496;-0.6782;-0.4452;-0.1386;-1.0595;-0.4475
1829;0.0038;;-0.5310;-0.3353;-0.4569;0.1019;-0.9318;-0.7599
1830;0.1102;;-0.4215;-0.5777;-0.7925;-0.3988;-1.2615;-0.4840
1831;0.0575;;-0.6404;-0.0428;-1.2488;-0.2649;-1.3624;-0.1897
1832;-0.3141;;-1.1406;-0.5042;-1.2350;-1.4747;-1.5486;-1.3662
1833;-0.4298;;-1.0625;-0.7609;-1.0670;-0.8029;-1.2358;-0.8172
1834;-0.0202;;-0.6091;-0.4114;-0.7597;-0.4362;-1.3138;-0.7506
1835;-0.1679;;-1.1875;-0.7285;-2.0924;-1.1793;-1.3402;-1.3612
1836;-0.2762;;-1.4533;-0.8206;-1.0349;-1.2390;-1.4678;-1.4140
1837;-0.1432;;-1.1250;-0.7927;-1.0068;-0.8979;-1.2229;-0.8671
1838;-0.0790;;-1.0468;-0.4511;-0.7277;-0.7563;-1.2157;-0.7906
1839;-0.0483;;-0.8749;-0.7689;-0.7967;-0.4670;-0.8560;-0.8453
1840;0.1672;;-0.7967;-0.3460;-0.7919;-0.5508;-0.6080;-0.2372
1841;0.0231;;-0.9374;-0.7575;-1.0222;-0.4169;-0.7949;-0.5754
1842;0.0362;;-0.8436;-0.7809;-0.7789;-0.2676;-0.6010;-0.6818
1843;-0.0295;;-0.9843;-0.4143;-1.0514;-0.4853;-0.8655;-0.8055
1844;0.1557;;-0.7811;-0.8913;-0.9003;-0.3763;-1.0059;-0.5756
1845;-0.0358;;-0.6560;-0.4652;-0.3928;-0.4823;-0.7285;-0.5216
1846;0.4916;;-0.1401;-0.3675;-0.6151;-0.2208;-0.8299;-0.5239
1847;0.0042;;-0.6873;-0.5475;-0.4234;-0.2324;-1.0730;-0.1230
1848;0.1259;;-0.4215;-0.5444;-0.8159;-0.2601;-0.7019;-0.4346
1849;0.0841;;-0.8905;-0.7201;-0.6309;-0.2932;-0.7159;-0.4255
1850;0.0855;;-0.7655;-0.4436;-0.3681;-0.0097;-0.4678;-0.3231
1851;0.0680;;-0.7811;-0.5371;-0.0846;0.0891;-0.4984;-0.5976
1852;0.0254;;-0.5466;-0.5769;-0.3487;0.0175;-0.3756;-0.3009
1853;0.1498;;-0.5622;-0.2342;-0.2829;-0.1044;-0.4979;-0.4954
1854;-0.0042;;-0.7967;-0.2571;-0.8887;0.1313;-0.2731;-0.8798
1855;-0.3231;;-0.7498;-0.1520;-0.7792;0.0457;-0.2257;-0.5971
1856;-0.1142;;-0.8280;0.0961;-0.7572;-0.3407;-0.8271;-0.8464
1857;-0.1357;;-0.8592;-2.0209;-0.8610;-0.4723;-0.8865;-0.8694
1858;0.1521;;-0.4059;-0.9363;-0.4202;-0.2774;-0.9105;-1.0381
1859;0.1297;;-0.6248;-0.2677;-0.2651;-0.3139;-0.3289;-0.5535
1860;-0.1318;;-0.5935;-0.2120;-0.5367;-0.1781;-0.4222;-0.8943
1861;0.2902;;-0.3590;-0.4880;0.1182;0.1241;-0.5571;-0.2764
1862;-0.2690;;-0.6873;-0.5515;-0.4335;-0.1322;-0.6231;-0.7510
1863;-0.0079;;-0.6091;-0.7942;-0.5763;-0.0709;-0.7880;-0.7852
1864;-0.0416;;-0.7655;-0.6180;-0.5742;0.1664;-0.6152;-0.8440
1865;0.1283;;-0.7342;-0.3249;-0.2075;0.0010;-0.4974;-0.3249
1866;-0.0177;;-0.7186;-0.3296;-0.2627;-0.0656;-0.3079;-0.7206
1867;-0.1329;;-0.8436;-0.5458;-0.4214;0.1025;-0.5251;-0.7702
1868;0.1608;;-0.4841;-0.6397;-0.5567;-0.0336;-0.4298;-0.3474
1869;0.0076;;-0.7811;0.0606;-0.3093;0.0422;-0.2536;-0.1997
1870;-0.0157;;-0.6404;-0.3396;-0.0739;-0.1184;-0.4785;-0.3454
1871;-0.1967;;-0.8123;-0.3292;-0.3751;-0.3156;-0.3358;-0.4919
1872;-0.0368;;-0.5622;-0.1776;-0.2458;0.1308;-0.3181;-0.5140
1873;0.0806;;-0.4372;-0.0627;-0.4119;-0.1776;-0.3906;-0.1482
1874;0.0396;;-0.6404;-0.2489;-0.2691;0.2086;-0.2532;-0.3452
1875;0.3316;;-0.4372;-0.0996;-0.4104;-0.0412;-0.2745;-0.3071
1876;0.0028;;-0.5622;-0.3093;-0.4607;0.0192;-0.3446;-0.5801
1877;0.2364;;-0.3434;-0.2363;-0.2008;-0.1621;0.0091;-0.9548
1878;0.4878;;0.0474;-0.6250;-0.3813;-0.3079;-0.4479;-0.4860
1879;0.1037;;-0.2339;-0.1773;-0.3549;0.0058;-0.2178;-0.3304
1880;0.0373;;-0.2808;-0.3368;-0.2093;-0.0302;-0.3639;-0.2639
1881;-0.0707;;-0.4059;-0.2211;-0.4794;-0.1110;-0.2834;-0.5807
1882;-0.0481;;-0.2183;-0.4579;-0.0964;-0.0382;-0.7045;-0.1742
1883;-0.1015;;-0.4841;-0.5374;-0.2527;-0.3359;-0.8039;-0.6502
1884;-0.4768;;-0.8905;-1.8227;-1.6732;-0.5375;-1.3347;-0.7850
1885;-0.3231;;-0.4684;-0.7730;-0.9501;-0.4274;-0.6342;-1.0571
1886;0.0529;;-0.1245;-0.4679;-0.3255;-0.3506;-0.4906;-0.8466
1887;-0.1281;;-0.6873;-0.4420;-0.4625;-0.5463;-0.5124;-0.1725
1888;-0.0895;;-0.6404;-0.2291;0.0788;-0.1612;-0.5072;-0.7724
1889;0.1091;;-0.2496;-0.5724;-0.3519;-0.1112;-0.8846;-0.5378
1890;-0.0183;;-0.4841;-0.7211;-0.7005;-0.3359;-0.9302;-0.7844
1891;-0.1325;;-0.4059;-0.9696;-0.6259;-0.6114;-0.8070;-0.6598
1892;0.0041;;-0.4841;-0.5086;-0.4716;-0.4528;-0.2369;-0.9135
1893;0.1289;;-0.4684;-0.2483;-0.4660;-0.2464;-0.7761;-0.5401
1894;0.0794;;-0.3746;-0.7138;-0.5088;-0.1164;-0.8391;-0.8186
1895;0.1952;;-0.0932;-0.2213;-0.5970;-0.1642;-0.7653;-0.7869
1896;0.0415;;-0.3277;-0.5219;-0.1538;-0.2281;-0.9486;-0.1936
1897;0.2627;;-0.0776;-0.2671;-0.7470;0.0529;-0.8099;-0.6209
1898;0.2065;;-0.2496;-0.4469;-0.3062;0.0055;-0.3499;-0.3528
1899;-0.1283;;-0.4997;-0.3570;0.2761;0.1707;-0.7682;-0.6071
1900;0.1203;;-0.3121;-0.3446;-0.7442;0.0439;-0.1744;-0.6897
1901;0.2121;;-0.0307;-0.1175;-0.5397;-0.2255;-0.4905;-0.4923
1902;-0.1168;;-0.4997;-0.5133;-0.7933;-0.0153;-0.2951;-0.6790
1903;-0.1024;;-0.3121;-1.2414;-1.0931;-0.5803;-0.6062;-0.9822
1904;0.0930;;-0.4059;-1.0083;-1.1509;-0.2788;-0.3128;-0.6769
1905;-0.0445;;-0.4684;-0.6964;-0.7956;-0.1734;-0.1304;-0.9459
1906;0.0887;;-0.3590;-0.5083;-0.8760;-0.1174;-0.2455;-0.4430
1907;-0.0349;;-0.6248;-0.6889;-0.6906;-0.2225;-0.2301;-0.8559
1908;0.3232;;-0.3590;-0.6397;-0.6409;-0.0457;-0.2731;-0.6365
1909;0.1002;;-0.1870;-0.0904;-0.6664;-0.1516;-0.0614;-0.4659
1910;0.0811;;-0.5779;-0.4283;-0.1085;-0.0022;-0.3241;-0.5890
1911;0.3413;;-0.2496;-0.2345;-0.3122;-0.0321;-0.3925;-0.2066
1912;-0.3906;;-0.8436;-0.4061;-0.7464;-0.2387;-0.5233;-0.6238
1913;0.0683;;-0.7029;-0.7265;-0.6956;-0.1581;-0.2763;-0.7191
1914;-0.0851;;-0.4997;-0.4947;-0.7200;-0.2700;-0.2712;-0.6268
1915;0.3246;;-0.3746;-0.4270;-0.3196;0.0298;-0.2307;-0.4626
1916;0.0531;;-0.3590;-0.6212;-0.4268;-0.2245;-0.4530;-0.0862
1917;0.0023;;-0.5466;-0.3236;0.2878;0.2027;-0.1576;-0.1002
1918;-0.0452;;-0.4684;-0.2204;-0.2548;-0.2299;-0.3820;0.0834
1919;0.1739;;-0.1714;-0.4921;-0.2284;0.1138;-0.1601;-0.2852
1920;0.3967;;-0.0307;-0.1000;0.4508;-0.3119;-0.2681;-0.7102
1921;0.3164;;0.0006;0.0158;-0.0040;0.1300;-0.2429;-0.4315
1922;0.3316;;-0.2496;0.0208;-0.0821;-0.0617;-0.2298;-0.3108
1923;0.2124;;-0.2183;-0.4499;-0.0345;-0.0427;-0.1211;-0.2241
1924;0.2211;;0.0631;-0.0121;0.1570;-0.0001;-0.5880;-0.1439
